issn_normalizado,archivo,articulo_id,idioma,titulo,resumen,palabras_clave,extraccion,version_proceso,hash_articulo
2216-1368,art+3843+ajus.pdf,art+3843+ajus_0,es,"s article as: F. Restrepo-Betancur, J. Carlos Salazar, L. Mejía-Giraldo “Uso de fertilizantes en el","Los nutrientes y la materia orgánica presente s en el suelo o incorporados mediante fertilizantes contribuyen a la reposición de la fertilidad, favoreciendo el crecimiento y desarrollo vegetal. Su empleo ha sido preponderante, incrementando los rendimientos agrícolas en cerca de un 50% en el último siglo, aunque también han generando problemas de contaminación y salud. El objetivo de este estudio fue evaluar el uso de fertilizantes en el mundo durante las últimas seis décadas. Se emplearon las bases de datos de la FAO, ONU, Our World in Data, USDA, IFA y Banco Mundial. Las variables analizadas incluyeron: uso de fertilizantes por hectárea, aporte de nitrógeno, producción por nutriente y exceso de fósforo por hectárea. Se aplicó el MODELO LINEAL GENERAL mediante la técnica MANOVA. Se detectó diferencia altamente significativa entre las diferentes regiones del mundo, donde Asia diverge estadísticamente respecto a las demás zonas. El uso de fertilizantes sin un debido control y de manera desequilibrada y sin tener claro las propiedades de dichos insumos, afecta definitivamente la calidad de los suelos, si se usa en cantidades insuficientes disminuye el rendimiento y la capacidad productiva y si hay un exceso en su aplicación puede llegar incluso a contaminar el medio ambiente","abono, estadísticas agrícolas, impacto ambiental, planta, suelo",marcadores,1.0.0,bc47144d68ae1715
2216-1368,art+3843+ajus.pdf,art+3843+ajus_0,en,on las bases de,"Nutrients and organic matter present in the soil or incorporated through fertilizers contribute to restoring fertility, promoting plant growth and development. Their use has been prevalent, increasing agricultural yields by nearly 50% in the last century, although they have also generated pollution and health problems. The objective of this study was to evaluate fertilizer use worldwide over the last six decades. Databases from the FAO, UN, Our World in Data, USDA, IFA, and the World Bank were used. The variables analyzed included fertilizer use per hectare, nitrogen input, production per nutrient, and excess phosphorus per hectare. The GENERAL LINEAR MODEL was applied using the MANOVA technique. Highly significant differences were detected between the different regions of the world, with Asia diverging statistically from the other regions. The uncontrolled and unbalanced use of fertilizers, without a clear understanding of the properties of these inputs, definitely affects soil quality. If used in insufficient quantities, it reduces yield and productive capacity, and if applied excessively, it can even pollute the environment","fertilizer, agricultural statistics, environmental impact, plant, soil. 1",marcadores,1.0.0,4b373590c2b7cd1c
2216-1368,art+corr+3867+listo.pdf,art+corr+3867+listo_0,es,Modular IOT Architecture for Monitoring Aquaculture Variables in,"Este trabajo presenta el diseño e implementación de una arquitectura modular IoT orientada al monitoreo en tiempo real de variables críticas de la calidad del agua en estanques destinados a la cría de cachama (Colossoma macropomum). La arquitectura propuesta integra tres capas principales: una capa de sensado compuesta por dispositivos que registran temperatura y pH, una capa de control basada en hardware abierto con capacidad de procesamiento y transmisión de datos mediante protocolos estándar, y una capa de supervisión en la nube que posibilita la visualización remota de la informaci ón. La arquitectura se diseñó bajo criterios de modularidad, bajo costo y facilidad de instalación, lo que facilita su aplicación en contextos rurales y en distintas escalas producción acuícola. Las pruebas realizadas en laboratorio y en campo confirmaron la viabilidad técnica de la propuesta, alcanzando una exactitud del 98.15% en temperatura y 99.15% en pH, con una latencia promedio de 0.95 s y transmisión estable incluso en condiciones de conectividad limitada. Además de su aporte tecnológico, esta arqui tectura contribuye al cumplimiento de los Objetivos de Desarrollo Sostenible (ODS) relacionados con la seguridad alimentaria, la innovación y la producción sostenible, contribuyendo al fortalecimiento del sector piscícola mediante soluciones prácticas, económicas y escalables","Automatización, cría de cachama, control de variables acuícolas, monitoreo en tiempo real, piscicultura. Cite this article as: D. Rodríguez Rozo, D. Mejía Bugallo, C. Riaño Jaimes, “Arquitectura Modular Iot Para el Monitoreo de Variables Acuícolas de Estanques de Cachama (Colossoma Macropomum)” Prospectiva, Vol. 24 N° 2 2026 12 PROSPECTIVA VOL. 24 NÚMERO 2",marcadores,1.0.0,5b43ae879b644909
2216-1368,art+corr+3867+listo.pdf,art+corr+3867+listo_0,en,"ropuesta, alcanzando una exactitud del 98.15% en temperatura y","This paper presents the design and implementation of a modular IoT architecture for real -time monitoring of critical water quality variables in ponds used for raising cachama (Colossoma macropomum). The proposed architecture integrates three main layers: a sensing layer composed of devices that record temperature and pH, a control layer based on open hardware with data processing and transmission capabilities using standard protocols, and a cloud-based supervision layer that enables remote visualization of the information. The architecture was designed according to criteria of modularity, low cost, and ease of installation, which facilitates its application in rural contexts and at different scales of aquaculture production. Laboratory and field tests confirmed the technical feasibility of the proposal, achieving 98.15% accuracy in temperature and 99.15% in pH, with an average latency of 0.95 s and stable transmission even in conditions of limited connectivity. In addition to its technological contribution, t his architecture contributes to the fulfillment of the Sustainable Development Goals (SDGs) related to food security, innovation, and sustainable production, helping to strengthen the aquaculture sector through practical, economical, and scalable solutions","Automation, cachama breeding, aquaculture variable control, real -time monitoring, fish farming. 1",marcadores,1.0.0,4a1cb5212e07047e
2216-1368,art+corr+3868_listo.pdf,art+corr+3868_listo_0,es,Gestión semafórica basada en aprendizaje por refuerzo: Q-Learning y SARSA,"El crecimiento acelerado del tráfico urbano ha puesto de manifiesto las limitaciones de los semáforos tradicionales con temporización fija, que no se adaptan a la variabilidad de los patrones de tráfico. En respuesta a ello, este trabajo propone el uso de algoritmos de aprendizaje por refuerzo, concretamente Q - Learning y SARSA, para implementar sistemas de control de semáforos más eficientes y dinámicos. Se desarrollaron simulaciones en el entorno SUMO (Simulación de Movilidad Urbana) para comparar el rendimiento de estos modelos con el de los semáforos tradicionales basados en ciclos fijos, tomando como métrica principal el tiempo total de espera por vehículo. Los resultados permiten evaluar la adaptabilidad y superioridad de los modelos inteligentes en la mayoría de los escenarios de tráfico, obteniendo reducciones en los tiempos promedio de espera entre el 20% y el 50%, y en los escenarios de máxima congestión de 2400 veh/h se encontró que el desempeño se degrada, mostrando un mejor desempeño que el contro l tradicional. Los resultados del análisis sistemático demuestran su potencial uso como solución eficaz para gestionar el flujo de vehículos en entornos urbanos. Cite this article as: J. Vergara Cartagena, L. Duran Raudales, J. Hoyos Sánchez , “Gestión semafórica basada en aprendizaje por refuerzo: Q-Learning y SARSA)” Prospectiva, Vol. 24 N° 2 2026 PROSPECTIVA VOL. 24 NÚMERO 2","Control de tráfico vehicular, SUMO, TraCI, Q-learning, SARSA, SUMO-RL",marcadores,1.0.0,d5e5fd24f8386bfa
2216-1368,art+corr+3868_listo.pdf,art+corr+3868_listo_0,en,métrica principal el tiempo total de espera por vehículo. Los resultados permiten evaluar la adaptabilidad y,"The accelerated growth of urban traffic has revealed the limitations of traditional traffic lights with fixed timing, which do not adapt to the variability of traffic patterns. In response, this work proposes the use of reinforcement learning algorithms, specifically Q-Learning and SARSA, to implement more efficient and dynamic traffic light control systems. Simulations were conducted in the SUMO (Urban Mobility Simulation) environment to compare the performance of these models with that of traditional traf fic lights based on fixed cycles, using average waiting time per vehicle as the primary metric. The results allow for an evaluation of the adaptability and superiority of intelligent models in most traffic scenarios, yielding reductions in average wait times ranging from 20% to 50%; however, in scenarios of maximum congestion (2,400 vehicles per hour), performance was found to degrade, with traditional control systems demonstrating better performance. The results of the systematic analysis demonstrate their potential use as an effective solution for managing vehicle flow in urban environments","Vehicle traffic control, SUMO, TraCI, Q-learning, SARSA, SUMO-RL. 1",marcadores,1.0.0,6418b194feacd108
2216-1368,art+corr+3953.pdf,art+corr+3953_0,es,zed Platforms: Structured Technical,"La adopción de tecnologías blockchain ha impulsado el desarrollo de plataformas descentralizadas orientadas a la gestión de activos digitales, contratos inteligentes, aplicaciones Web3 y mercados basados en tokens no fungibles (NFT). Sin embargo, el diseño arquitectónico de estas plataformas continúa representando un desafío debido a la necesidad de equilibrar propiedades frecuentemente contrapuestas como descentralización, seguridad, escalabilidad, interoperabilidad y costo operativo. Aunque la literatura científica ha abordado de manera extensa aspectos particulares relacionados con mecanismos de consenso, almacenamiento distribuido, contratos inteligentes o soluciones de escalabilidad, persiste una fragmentación conceptual que dificulta la construcción de marcos arquitectónicos integrales para el desarrollo de sistemas descentralizados. Este artículo presenta una revisión técnica estructurada orientada a sintetizar el conocimiento existente sobre arquitecturas blockchain y proponer un marco de referencia multicapa para plataformas descentralizadas. La metodología empleada se fundamenta en principios de revisión técnica y análisis comparativo, organizando la literatura en torno a cinco dimensiones arquitectónicas: PROSPECTIVA VOL. 24 NÚMERO 2 almacenamiento de datos, infraestructura de ejecución, seguridad, interoperabilidad y experiencia de usuario. Como resultado, se desarrolla una taxonomía de modelos arquitectónicos, una comparación de plataformas blockchain relevantes y una arquitectura de referencia que integra componentes de presentación, servicios, persistencia, contratos inteligentes e integraciones externas. Adicionalmente, se propone un conjunto de métricas para evaluar escalabilidad, descentralización, interoperabilidad y costos operativos, acompañado de una función formal de costos aplicable a plataformas blockchain. Finalmente, se presenta un caso ilustrativo para demostrar la aplicación del marco propuesto en el diseño conceptual de una plataforma de activos digitales. Los resultad os sugieren que las arquitecturas híbridas constituyen actualmente el enfoque más adecuado para equilibrar requisitos técnicos y operacionales en aplicaciones descentralizadas de propósito general","— Blockchain, Arquitectura de Software, Web3, NFT, Contratos Inteligentes, Escalabilidad, Interoperabilidad, Almacenamiento Descentralizado",marcadores,1.0.0,c4a6f59eda4491f7
2216-1368,art+corr+3953.pdf,art+corr+3953_0,en,y una arquitectura de  referencia que integra componentes de,"— The adoption of blockchain technologies has fostered the development of decentralized platforms aimed at managing digital assets, smart contracts, Web3 applications, and markets based on non- fungible tokens (NFTs). However, the architectural design of these platforms remains a significant challenge due to the need to balance often conflicting properties such as decentralization, security, scalability, interoperability, and operational cost. Although the scientific literature has extensively addre ssed specific aspects related to consensus mechanisms, distributed storage, smart contracts, and scalability solutions, a conceptual fragmentation persists, hindering the construction of comprehensive architectural frameworks for the development of decentr alized systems. This article presents a structured technical review aimed at synthesizing existing knowledge on blockchain architectures and proposing a multi -layer reference framework for decentralized platforms. The adopted methodology is based on techni cal review principles and comparative analysis, organizing the literature around five architectural dimensions: data storage, execution infrastructure, security, interoperability, and user experience. As a result, a taxonomy of architectural models, a comparison of relevant blockchain platforms, and a reference architecture integrating presentation, service, persistence, smart contract, and external integration components are developed. Additionally, a set of metrics is proposed to evaluate scalability, dec entralization, interoperability, and operational costs, accompanied by a formal cost function applicable to blockchain platforms. Finally, an illustrative case is presented to demonstrate the application of the proposed framework in the conceptual design of a digital asset platform. The results suggest that hybrid architectures currently represent the most suitable approach for balancing technical and operational requirements in general -purpose decentralized applications","— Blockchain Architecture, NFT, Smart Contracts, Decentralized Storage, Scalability, Interoperability, Security. 1",marcadores,1.0.0,ea45f566cbbd2df1
2216-1368,art+fcorr+3804.pdf,art+fcorr+3804_0,es,entada y virtual,"La fotogrametría es una técnica utilizada para obtener información métrica y geométrica sobre objetos y entornos a partir de fotografías. Esta investigación tiene como objetivo proponer metodológica e integralmente la digitalización de muestras mediante fotogrametría con algoritmo Structure from Motion (SfM), orientada para su visualización en entornos de realidad aumentada y virtual. Metodológicamente se realizó revisión del estado del arte en las diferentes bases de datos académicas y científicas con el fin de conocer las tendencias referentes a los diferentes métodos integrales para la digitalización y visualización de muestras en entornos de realidad aumentada y virtual; posteriormente, se seleccionaron muestras y se acondicionó el entorno para la captura fotográfica y para el procesamiento fotogramétrico y modelado 3D se utilizó el software Agisoft Metashape Professional. La metodología integral propuesta para la digitalización de muestras geológicas mediante fotogrametría con algoritmo Structure from Motion (SfM) ha demostrado ser una herramienta eficaz y replicable para la generación de modelos tridimensionales de alta calidad. El uso de software especializado como Agisoft Metashape permitió obtener representaci ones digitales precisas en términos geométricos y texturales, a partir de imágenes fotográficas capturadas bajo condiciones controladas","Digitalización, fotogrametría, realidad aumentada, realidad virtual, Structure from Motion. PROSPECTIVA VOL. 24 NÚMERO 2",marcadores,1.0.0,514c1cbaa61c9edd
2216-1368,art+fcorr+3804.pdf,art+fcorr+3804_0,en,"ras en entornos de realidad  aumentada y virtual; posteriormente, se seleccionaron muestras y se","Photogrammetry is a technique used to obtain metric and geometric information about objects and environments from photographs. This research aims to propose a methodological and comprehensive approach to sample digitization using photogrammetry with the St ructure from Motion (SfM) algorithm, oriented toward visualization in augmented and virtual reality environments. A methodological review of the state of the art in different academic and scientific databases was conducted to identify trends regarding the different comprehensive methods for the digitization and visualization of samples in augmented and virtual reality environments. Subsequently, samples were selected and the environment was conditioned for photographic capture, and Agisoft Metashape Profess ional software was used for photogrammetric processing and 3D modeling. The comprehensive methodology proposed for the digitization of geological samples using photogrammetry with the Structure from Motion (SfM) algorithm has proven to be an effective and replicable tool for the generation of high -quality three -dimensional models. The use of specialized software such as Agisoft Metashape enabled the creation of geometrically and texturally accurate digital representations from photographic images captured under controlled conditions","Digitalization, photogrammetry, augmented reality, virtual reality, Structure from Motion. 1",marcadores,1.0.0,e900cb584fe1ff79
2216-1473,"DianaIRE,+art_1+(5).pdf","DianaIRE,+art_1+(5)_0",es,empoderamiento de la mujer comunicadora social/periodista en los,"El presente artículo resultado de investigación se enfoca en identificar y describir el empoderamiento de la mujer comunicadora social – periodista en Tunja, Colombia, con base en su participación laboral en los medios de comunicación, comparando los cargos en los que dichas mujeres se han desempeñado desde el año 2015 hasta el 2019, para así presentar la construcción de narrativas donde se pueda reconocer el desarrollo de su labor. La investigación se encuentra enmarcada bajo el paradigma histórico – hermenéutico, con un enfoque cualitativo de tipo descriptivo. La población con la que se realizó la investiga- ción fueron 12 mujeres con formación empírica y profesional en la Comunicación Social; el proceso para la recolección de información se dividió en ocho fases y los datos recolecta- dos se tomaron a partir de entrevistas semiestructuradas y encuestas. Los resultados están enfocados en el reconocimiento de la profesional, la reflexión y la equidad de género en la capital boyacense. Las conclusiones están enfocadas en resaltar dos aspectos fundamentales: en primer lugar, la ausencia en la implementación de cátedras y espacios de formación rela- cionados con temáticas de visión de género, donde se reconozca el papel de la mujer; y, en segundo lugar, se habiliten nuevas estrategias que brinden las oportunidades de liderazgo y toma de decisiones que permitan contribuir al empoderamiento de la profesional, no solo en la región, sino en el ámbito nacional e internacional","igualdad de género, mujer, periodismo (Tesauros); comunicación social, empoderamiento, narrativas (Palabras clave del autor) From oblivion to the blackboard: analysis of the empowerment of the social communi- cator / journalist in Tunja, Colombia",marcadores,1.0.0,e754e3a438e5143f
2216-1473,"DianaIRE,+art_1+(5).pdf","DianaIRE,+art_1+(5)_0",en,s. Los resultados están,"The present article resulted from research focuses on identifying and describing the empowerment of social communicator – journalist women in Tunja, Colombia, based on their work participation in the media, comparing the positions in which these women have held since the year 2015 until 2019, in order to present the construction of narratives where the development of their work can be recognized. The research is framed under the historical-hermeneutic paradigm, with a qualitative descriptive approach. Twelve women were the chosen population with empirical and professional training in Social Communi- cation. The process for collecting information was divided into eight phases and the data collected was taken from semi-structured interviews and surveys. The results are focused on professional recognition, reflection and gender equity in the capital of Boyacá. The con- clusions are focused on highlighting two fundamental aspects: first, the absence in the im- plementation of chairs and training spaces related to gender vision issues, where women’s role is recognized; and, second, new strategies are enabled that provide leadership and de- cision-making opportunities that contribute to the empowerment of professionals, not only in the region, but at the national and international level","gender equality, woman, journalism (Thesaurus); social communication, em- powerment, narratives (Keywords of the author) Rev.investigium:cienc.soc.hum /Vol.15 No.1 (enero-junio)2024/Pasto-Colombia/e-ISSN 2357-5239 (En línea)/pp.21-37 / DOI: https://doi.org/10.15658/INVESTIGIUMIRE.241501.02 Del olvido al pizarrón: análisis del empoderamiento de la comunicadora social/periodista en Tunja, Colombi",marcadores,1.0.0,a57dc9109feee1d4
2216-1473,"DianaIRE,+art_2+(3).pdf","DianaIRE,+art_2+(3)_0",es,cio comunitarios para un desarrollo territorial inclusivo y justo” .,"El plantel educativo CETIS se encuentra en una zona de alta incidencia delictiva, causando un sentimiento de inseguridad en el estudiantado, lo que termina afectando el de- sarrollo de cada uno de ellos. Si bien es preocupante observar este problema social, también resulta importante externar la violencia que existe dentro de la escuela. En el marco de los Objetivos de Desarrollo Sostenible, especialmente el objetivo 16 (Paz, justicia e instituciones sólidas) el cual propone disminuir todas las formas de violencia en la sociedad, se inserta el propósito de este trabajo al explorar propuestas para disminuir entre los escolares toda clase de violencia juvenil. Utilizando un enfoque mixto de investigación, los estudiantes realiza- ron un diagnóstico sobre las formas de violencia más frecuentes y esbozaron alternativas para aminorarlas. Las expresiones de violencia más recurrentes entre la comunidad estu- diantil fueron las de tipo verbal y psicológica, además, reconocieron la violencia familiar en la que viven. Las alternativas para detener estas prácticas fueron el fomentar la empatía con discursos, ejercicios y el aprender a expresar y controlar sus emociones sin necesidad de lastimar a otros","violencia (Tesauros), acoso, insulto, violencia interpersonal, violencia fami- liar (palabras clave de los autores). School violence at the Center of Technological, Industrial and Service Studies (CETIS) N°116, Acapulco, Guerrero, Mexico",marcadores,1.0.0,15c1e5353f06b47c
2216-1473,"DianaIRE,+art_2+(3).pdf","DianaIRE,+art_2+(3)_0",en,ajo al explorar propuestas para disminuir entre los escolares toda clase,"The CETIS educational facility is located in an area with a high incidence of crime, causing a feeling of insecurity in the students, which ends up affecting the development of each of them. Although it is worrying to observe this social problem, it is also important to expose the violence that exists within the school. Within the framework of the Sustainable Development Goals, especially objective 16 (Peace, justice and strong institutions) which proposes to reduce all forms of violence in society, the purpose of this work is inserted by exploring proposals to reduce it among schoolchildren all kinds of youth violence. Using a mixed research approach, students made a diagnosis of the most frequent forms of vio- lence and outlined alternatives to reduce them. The most recurrent expressions of violence among the student community were verbal and psychological; in addition, they recognized the family violence in which they live. The alternatives to stop these practices were to pro- mote empathy with speeches, exercises and learning to express and control their emotions without needing to hurt others","violence (Thesaurus), harassment, insult, interpersonal violence, family violence (keywords of the authors). Violência escolar no Centro de Estudos Tecnológicos, Industriais e de Serviços (CE- TIS) N°116, Acapulco, Guerrero, México",marcadores,1.0.0,84ac646ef4c5bba9
2216-1473,"DianaIRE,+art_3+(3).pdf","DianaIRE,+art_3+(3)_0",es,"3 Contador público, Universidad Mariana. Docente de la Escuela de Ciencias Administrativas, Contables, Económicas y de Negocios,","El presente documento tiene como propósito presentar una revisión bibliográfica de los estudios realizados sobre las consecuencias de índole económico que ha generado la pandemia del COVID-19, para su análisis desde la perspectiva del mercadeo. Se identifican las temáticas centrales como: la investigación de mercados; el efecto del COVID-19 en las empresas y sus indicadores económicos; y la teoría básica de mercadeo. El diseño metodoló- gico de este estudio se encuadra dentro del enfoque cuantitativo - deductivo y es de carácter descriptivo, para el cual se revisaron fuentes en el buscador especializado Google Scholar ; posteriormente se realizó la clasificación de los artículos más importantes y el análisis de las citas. Los resultados mostraron que los efectos económicos del COVID-19 en las empresas fueron similares en distintas regiones alrededor del mundo, que el consumidor cambió, que su nueva definición aún es materia de estudio y que el área de mercadeo es donde más trabajo enfocarían las empresas para asegurar su existencia en el tiempo, toda vez que es de esta área que depende la permanencia económica de las mismas","economía, empresa, marketing, pandemia (Tesauros); Investigación de mer- cados (Palabras clave sugeridas por los autores) Descriptive review on the impact of COVID-19 on administrative and marketing man- agement in SMEs",marcadores,1.0.0,6ef81ce3402b502f
2216-1473,"DianaIRE,+art_3+(3).pdf","DianaIRE,+art_3+(3)_0",en,foque cuantitativo - deductivo y es de carácter,"The purpose of this document is to present a bibliographic review of the stu- dies carried out on the economic consequences generated by the COVID-19 pandemic, for analysis from a marketing perspective.The central themes are identified as: market research; the effect of COVID-19 on companies and their economic indicators; and basic marketing theory. The methodological design of this study is framed within the quantitative-deductive and descriptive approach, for which sources were reviewed in the specialized search engine Google Scholar; subsequently, the most important articles were classified and the quotations analyzed. The results showed that, first, the economic effects of COVID-19 on companies were similar in different regions around the world, second, the consumer changed, third, its new definition is still a matter of study and, finally, the marketing area is where companies would focus the most work to ensure their existence over time, since their economic perma- nence depends on this area","economy, business, marketing, pandemic (Thesaurus); Market research (Keywords suggested by the authors) Revisão descritiva sobre o impacto do COVID-19 na gestão administrativa e de mar- keting nas PYME",marcadores,1.0.0,5fc22dd008d1c3bd
2216-1473,"DianaIRE,+art_4+(3).pdf","DianaIRE,+art_4+(3)_0",es,"3 Especialista, Universidad de Santander. Docente de Educación Básica Primaria, estudiante de la Maestría en Recursos Educativos","Esta disertación parte del objetivo centrado en analizar cómo la mediación do- cente impacta la enseñanza de estudiantes autistas en la educación preescolar del Colegio Calasanz de Cúcuta, Norte de Santander. Su metodología tiene sustento en un enfoque crí- tico-social y en un estudio cualitativo fundamentado en la Investigación Basada en Dise- ño. Los resultados revelan que, en el diagnóstico inicial, las actividades de las docentes de preescolar mostraban un bajo uso de herramientas tecnológicas. Sin embargo, el diseño e implementación de actividades con Exelearning generó expectativas positivas tanto en los investigadores como en los participantes. Durante los grupos de discusión, se llegó a un consenso de que Exelearning es altamente funcional. Se concluye que Exelearning ofrece un espacio interactivo donde los docentes pueden aplicar su creatividad en la enseñanza. Esta interactividad, junto con la facilidad de creación y administración, ha facilitado un trabajo colaborativo entre los docentes en el desarrollo de actividades","educación de la primera infancia, mediación docente (Tesauros); enseñanza de estudiantes autistas, Exelearning (Palabras claves sugeridas por los autores) Teaching mediation with Exelearning and autism: a study with preschool children",marcadores,1.0.0,51828255af29b2f1
2216-1473,"DianaIRE,+art_4+(3).pdf","DianaIRE,+art_4+(3)_0",en,as actividades de las docentes de,"The objective of this dissertation is to analyze how teacher mediation impacts the teaching of autism students in preschool education at the Calasanz School in Cucuta, Norte de Santander. Its methodology is based on a critical-social approach and a qualitati- ve study based on Design-Based Research. The results reveal that, in the initial diagnosis, the preschool teachers’ activities showed a low use of technological tools. However, the de- sign and implementation of activities with Exelearning generated positive expectations in both researchers and participants. During the focus groups, a consensus was reached that Exelearning is highly functional. It is concluded that Exelearning offers an interactive space where teachers can apply their creativity in teaching. This interactivity, together with the ease of creation and administration, has facilitated collaborative work between teachers in the development of activities","early childhood education, teaching mediation (Thesaurus); teaching autistic students, Exelearning (Keywords suggested by the authors). Mediação docente com Exelearning e autismo: um estudo com crianças de pré-escola",marcadores,1.0.0,c3e75f08d9f0610b
2216-1473,"DianaIRE,+art_5+(3).pdf","DianaIRE,+art_5+(3)_0",es,"3 Estudiante de la Licenciatura en Ciencias Ambientales, Facultad de Planeación Urbana y Regional (FAPUR) de la Universidad Au-","La producción de leche en pequeña escala contribuye a la subsistencia de varias familias; pero, la igualdad de género no es una realidad en zonas rurales. Las mujeres afron- tan violencia conyugal y se demerita su participación, provocando limitaciones en la toma de decisiones del sistema de producción. La participación de las mujeres se considera un factor para revertir la subordinación, eliminar su marginación social y empoderarlas. El ob- jetivo fue evaluar el índice de empoderamiento de las mujeres en estos sistemas de produc- ción de tres zonas (poniente, centro y oriente) de Aculco, Estado de México. La información se recopiló con un cuestionario aplicado a 60 mujeres, 20 por zona. La encuesta midió tres niveles de dominio de empoderamiento: acceso y poder de decisión sobre los recursos pro- ductivos, toma de decisiones productivas y el uso del tiempo. La información se analizó con el programa estadístico SPSS para análisis de varianza, mediante un diseño completamente aleatorio, con las diferentes zonas como tratamiento. Como resultado, se observó que, en los primeros dos dominios, la zona poniente obtuvo menores puntuaciones (p<0.05), en comparación con las zonas centro y oriente, indicando que, ahí las mujeres tienen menor alcance de participación en el sector agropecuario. Se concluye que el contexto natural de estos sistemas influye en el empoderamiento de las mujeres, así como el acceso a recursos","cambio social, desarrollo económico y social, empleo de las mujeres, rol sexual (Tesauros), producción lechera (Palabras clave sugeridas por los autores). Women’s participation in decision making in family dairy systems",marcadores,1.0.0,78ff5b0228007fa3
2216-1473,"DianaIRE,+art_5+(3).pdf","DianaIRE,+art_5+(3)_0",en,cisión sobre los recursos pro-,"Small-scale milk production contributes to the subsistence of several families; But gender equality is not a reality in rural areas. Women face marital violence and their participation is devalued, causing limitations in decision-making in the production system. Women’s participation is considered a factor to reverse subordination, eliminate their social marginalization and empower them. The objective was to evaluate the women’s empower- ment index in these production systems in three areas (west, center and east) of Aculco, State of Mexico. The information was collected with a questionnaire applied to 60 women, 20 per area. The survey measured three levels of empowerment domain: access to and de- cision-making power over productive resources, productive decision-making, and use of time. The information was analyzed with the SPSS statistical program for analysis of varian- ce, using a completely random design, with the different areas as treatment. As a result, it was observed that, in the first two domains, the western zone obtained lower scores (p<0.05), compared to the central and eastern ones, indicating that women have a lower scope of par- ticipation in the agricultural sector in this zone. It is concluded that the natural context of these systems influences the empowerment of women, as well as access to resources","social change, economic and social development, women’s employment, sexual role (Thesaurus), dairy production (Keywords suggested by the authors). Rev.investigium:cienc.soc.hum Vol.15 No.1(enero-junio)2024/Pasto-Colombia e-ISSN: 2357-5239 (En línea) /pp.96-112 DOI: https://doi.org/10.15658/INVESTIGIUMIRE.241501.06 Revista Investigium IRE: Ciencias Sociales y Humanas 98 Participação das mulhere",marcadores,1.0.0,7da6a554ee94a9c4
2216-1473,"DianaIRE,+art_6+(3).pdf","DianaIRE,+art_6+(3)_0",es,nosotras mismas: construyendo procesos de enseñanza-aprendizaje situados y ecofeministas con maestras de primarias indígenas,"En las primarias del subsistema de educación indígena escasamente se reflexiona sobre -y se acciona para- la crisis socioecológica planetaria. Asimismo, poco se abordan los conocimientos indígenas locales como estrategias situadas de sustentabilidad. El objetivo del presente estudio fue generar una propuesta de articulación entre los conocimientos del currículum y aquellos conocimientos locales que favorecen una soberanía alimentaria en una comunidad indígena de Veracruz para contribuir a una educación ambiental crítica y situada. Fueron dos las principales aproximaciones teóricas: ecofeminismos y aprendizaje situado para una educación liberadora. Desde una metodología cualitativa participativa y con un enfoque de estudio de caso se diseñó e implementó en colaboración con una docente indígena que atiende una primaria unitaria, una propuesta educativa basada en progre- siones de aprendizaje. Se utilizaron entrevistas, conversaciones informales y observación participante. Los resultados se reflexionan en dos direcciones: a) de qué forma mediante procesos de enseñanza-aprendizajes ecofeministas se contribuye a la soberanía alimentaria; b) qué implicaciones genera el abordaje de dicha propuesta en un espacio en el que históri- camente se discriminan otros sistemas de conocimiento -como lo es la escuela- y qué aporta en el ámbito de la educación ambiental","diversidad cultural, educación ambiental, educación básica (Tesauros); eco- feminismo, soberanía alimentaria (palabras clave sugeridas por el autor). Ecofeminism and food sovereignty: routes to build environmental education in indige- nous primary schools of Veracruz, Mexico",marcadores,1.0.0,26cd02ec670521f6
2216-1473,"DianaIRE,+art_6+(3).pdf","DianaIRE,+art_6+(3)_0",en,ción con una docente,"In the primary schools of the indigenous education subsystem, there is little re- flection on - and action for - the planetary socio-ecological crisis. Likewise, local indigenous knowledge as situated sustainability strategies are rarely addressed. The objective of this study was to generate a proposal for articulation between the knowledge of the curriculum and this local knowledge that favor food sovereignty in an indigenous community of Vera- cruz to contribute to a critical and situated environmental education. There were two main theoretical approaches: ecofeminism and situated learning for liberating education. From a participatory qualitative methodology and with a case study approach, an educational pro- posal based on learning progressions was designed and implemented in collaboration with an indigenous teacher who attends a unitary primary school. Interviews, informal conver - sations and participant observation were used. The results are reflected in two directions: a) how through ecofeminist teaching-learning processes we contribute to food sovereignty; b) what implications does the approach of said proposal generate in a space in which other knowledge systems - such as schools - are historically discriminated against and what does it contribute in the field of environmental education","cultural diversity, environmental education, basic education (Thesaurus); ecofe- minism, food sovereignty (keywords suggested by the author). Rev.investigium:cienc.soc.hum /Vol.15 No.1 (enero-junio)2024/Pasto-Colombia/e-ISSN 2357-5239 (En línea)/pp.113-131 / DOI: https://doi.org/10.15658/INVESTIGIUMIRE.241501.07 Ecofeminismo y soberanía alimentaria: rutas para construir educación ambiental en",marcadores,1.0.0,736977f46a229f0d
